workload,rank,category,kernel,calls_per_token,total_ms_per_token,average_us,min_us,max_us,lds_block_bytes,vgpr_count,sgpr_count,scratch_bytes,workgroup_size,grid_size
fused_hadacore256_B1_L128,11,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::AUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseAndFunctor<unsigned char> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<unsigned char,",128.0,0.312016,2.437625,0.57,15.1,0,32,128,0,256,512
fused_hadacore256_B1_L128,12,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",129.0,0.29572733333333334,2.2924599483204133,1.266,14.99,0,16,128,0,256,512
fused_hadacore256_B1_L128,13,PyTorch_elementwise_copy_reduce,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, floa",65.0,0.2905473333333333,4.469958974358974,0.572,16.94,512,32,128,0,512,512
fused_hadacore256_B1_L128,14,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",128.0,0.28258266666666665,2.2076770833333335,0.4,23.988,0,24,128,0,256,512
fused_hadacore256_B1_L128,15,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",131.0,0.257212,1.9634503816793893,1.478,14.412,0,16,128,0,256,1792
fused_hadacore256_B1_L128,16,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at",64.0,0.23358466666666666,3.6497604166666666,2.768,16.35,0,32,128,0,128,256
fused_hadacore256_B1_L128,17,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::BUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::rshift_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() ",64.0,0.213058,3.32903125,1.732,15.538,0,32,128,0,256,512
fused_hadacore256_B1_L128,18,K1,"(anonymous namespace)::append_kv_had_quant_kernel(__half const*, __half const*, unsigned char*, __half2*, int const*, int const*, int const*, int, int, int, int, int, bool, float)",32.0,0.20457866666666666,6.393083333333333,3.928,16.958,1536,24,128,0,128,1024
fused_hadacore256_B1_L128,19,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",65.0,0.13798533333333332,2.122851282051282,1.172,14.852,0,16,128,0,256,256
fused_hadacore256_B1_L128,20,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt",65.0,0.135238,2.0805846153846157,1.528,3.494,0,32,128,0,256,256
fused_hadacore256_B1_L4096,1,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM,161.0,31.026668666666666,192.71222774327123,71.356,1866.892,26624,256,128,0,128,128256
fused_hadacore256_B1_L4096,2,K2_INT4,"void flashinfer::BatchDecodeWithPagedKVGQAKernel<(flashinfer::RotaryMode)0, false, 16ul, 8ul, 16ul, 2ul, __half, flashinfer::quant::__precision__s4, __half, int>(__half*, flashinfer::paged_kv_t<flashinfer::quant::__precision__s4, int>, __ha",32.0,8.042092,251.315375,247.768,277.806,8704,80,128,0,128,4096
fused_hadacore256_B1_L4096,3,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LP,64.0,1.8549833333333332,28.984114583333334,25.584,41.172,6656,128,128,0,32,2048
fused_hadacore256_B1_L4096,4,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::T",129.0,0.46103999999999995,3.573953488372093,0.904,4.714,0,16,128,0,128,1792
fused_hadacore256_B1_L4096,5,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::",128.0,0.45492333333333335,3.5540885416666663,0.236,18.802,0,48,128,0,128,512
fused_hadacore256_B1_L4096,6,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",129.0,0.4393073333333333,3.405483204134367,0.288,18.566,0,24,128,0,128,3584
fused_hadacore256_B1_L4096,7,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#5}::operator()() const::{lambda(short)#1}>(at::T",128.0,0.40849266666666667,3.1913489583333337,2.38,19.186,0,16,128,0,128,1792
fused_hadacore256_B1_L4096,8,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}",128.0,0.3645906666666667,2.8483645833333333,1.856,14.536,0,24,128,0,128,1792
fused_hadacore256_B1_L4096,9,K1,"(anonymous namespace)::append_kv_had_quant_kernel(__half const*, __half const*, unsigned char*, __half2*, int const*, int const*, int const*, int, int, int, int, int, bool, float)",32.0,0.34925999999999996,10.914375,4.032,30.52,1536,24,128,0,128,1024
fused_hadacore256_B1_L4096,10,PyTorch_elementwise_copy_reduce,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<2u>*, at::native::(anonymous namespace)::CatArrInputTensor",64.0,0.3227,5.0421875,0.192,18.95,0,16,128,0,256,512
fused_hadacore256_B1_L4096,11,PyTorch_elementwise_copy_reduce,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, floa",65.0,0.301252,4.634646153846154,3.776,17.662,512,32,128,0,512,512
fused_hadacore256_B1_L4096,12,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",128.0,0.2739293333333333,2.1400729166666665,0.15,17.35,0,24,128,0,256,512
fused_hadacore256_B1_L4096,13,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",131.0,0.26431466666666664,2.017669211195929,0.384,14.664,0,16,128,0,256,1792
fused_hadacore256_B1_L4096,14,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::AUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseAndFunctor<unsigned char> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<unsigned char,",128.0,0.263998,2.062484375,1.328,13.6,0,32,128,0,256,512
fused_hadacore256_B1_L4096,15,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul>)",128.0,0.248314,1.939953125,1.264,15.54,0,16,128,0,256,1024
fused_hadacore256_B1_L4096,16,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",129.0,0.248,1.9224806201550386,0.182,17.364,0,16,128,0,256,512
fused_hadacore256_B1_L4096,17,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at",64.0,0.23462133333333335,3.6659583333333337,2.516,16.27,0,32,128,0,128,256
fused_hadacore256_B1_L4096,18,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt",65.0,0.19913533333333333,3.063620512820513,1.48,17.826,0,32,128,0,256,256
fused_hadacore256_B1_L4096,19,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::BUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::rshift_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() ",64.0,0.131526,2.05509375,0.592,5.324,0,32,128,0,256,512
fused_hadacore256_B1_L4096,20,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",65.0,0.12689799999999998,1.9522769230769232,1.426,5.744,0,16,128,0,256,256
fused_hadacore256_B4_L1024,1,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM,161.0,31.188676,193.71848447204968,71.728,1860.884,26624,256,128,0,128,128256
fused_hadacore256_B4_L1024,2,K2_INT4,"void flashinfer::BatchDecodeWithPagedKVGQAKernel<(flashinfer::RotaryMode)0, false, 16ul, 8ul, 16ul, 2ul, __half, flashinfer::quant::__precision__s4, __half, int>(__half*, flashinfer::paged_kv_t<flashinfer::quant::__precision__s4, int>, __ha",32.0,2.270578,70.9555625,69.8,76.112,8704,80,128,0,128,16384
fused_hadacore256_B4_L1024,3,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LP,64.0,1.8294786666666667,28.585604166666666,18.678,38.164,6656,128,128,0,32,2048
fused_hadacore256_B4_L1024,4,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::",193.0,0.6699066666666668,3.4710189982728843,2.016,19.076,0,48,128,0,128,2048
fused_hadacore256_B4_L1024,5,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::T",129.0,0.48916266666666663,3.7919586563307495,0.664,65.712,0,16,128,0,128,7168
fused_hadacore256_B4_L1024,6,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}",128.0,0.4767413333333333,3.7245416666666666,0.078,18.716,0,24,128,0,128,7168
fused_hadacore256_B4_L1024,7,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",129.0,0.4438693333333333,3.440847545219638,0.534,16.276,0,24,128,0,128,14336
fused_hadacore256_B4_L1024,8,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#5}::operator()() const::{lambda(short)#1}>(at::T",128.0,0.41729333333333335,3.2601041666666664,0.62,15.86,0,16,128,0,128,7168
fused_hadacore256_B4_L1024,9,PyTorch_elementwise_copy_reduce,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<2u>*, at::native::(anonymous namespace)::CatArrInputTensor",64.0,0.3655793333333333,5.712177083333333,4.38,18.764,0,16,128,0,256,2048
fused_hadacore256_B4_L1024,10,PyTorch_elementwise_copy_reduce,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, floa",65.0,0.3648993333333333,5.613835897435897,2.07,14.7,512,32,128,0,512,512
fused_hadacore256_B4_L1024,11,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",131.0,0.289846,2.2125648854961835,0.894,15.196,0,16,128,0,256,7168
fused_hadacore256_B4_L1024,12,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",128.0,0.27955,2.183984375,0.988,17.254,0,24,128,0,256,2048
fused_hadacore256_B4_L1024,13,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",129.0,0.251794,1.951891472868217,1.452,15.742,0,16,128,0,256,2048
fused_hadacore256_B4_L1024,14,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::AUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseAndFunctor<unsigned char> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<unsigned char,",128.0,0.24455400000000002,1.910578125,1.056,17.348,0,32,128,0,256,1792
fused_hadacore256_B4_L1024,15,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul>)",128.0,0.2439313333333333,1.9057135416666668,1.124,17.136,0,16,128,0,256,3584
fused_hadacore256_B4_L1024,16,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::Half)#1}>(at",64.0,0.22099066666666667,3.4529791666666667,0.806,16.296,0,32,128,0,128,1024
fused_hadacore256_B4_L1024,17,K1,"(anonymous namespace)::append_kv_had_quant_kernel(__half const*, __half const*, unsigned char*, __half2*, int const*, int const*, int const*, int, int, int, int, int, bool, float)",32.0,0.18219733333333332,5.693666666666667,3.996,17.852,1536,24,128,0,128,4096
fused_hadacore256_B4_L1024,18,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt",65.0,0.14966466666666667,2.3025333333333333,1.268,12.48,0,32,128,0,256,256
fused_hadacore256_B4_L1024,19,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",65.0,0.13484266666666667,2.074502564102564,0.004,17.472,0,16,128,0,256,256
fused_hadacore256_B4_L1024,20,FFN,"(anonymous namespace)::fused_ffn_silu_hadamard_quant_hadacore256_kernel(__half const*, __half const*, unsigned char*, __half*, int, int)",32.0,0.13109466666666666,4.096708333333333,1.904,15.066,2048,24,128,0,32,7168
unfused_INT4_B1_L128,1,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM,161.0,32.11830533333333,199.49257971014492,72.498,1868.734,26624,256,128,0,128,128256
unfused_INT4_B1_L128,2,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Hal",2816.0,12.644244666666667,4.490143702651515,0.012,33.39,0,32,128,0,128,256
unfused_INT4_B1_L128,3,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}",1216.0,5.439722666666667,4.473456140350877,0.06,23.646,0,24,128,0,128,65536
unfused_INT4_B1_L128,4,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",1536.0,4.605399333333334,2.9983068576388887,0.218,29.466,0,24,128,0,256,512
unfused_INT4_B1_L128,5,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#5}::operator()() const::{lambda(short)#1}>(at::T",320.0,1.9914673333333335,6.223335416666667,0.43,26.02,0,16,128,0,128,65536
unfused_INT4_B1_L128,6,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LP,64.0,1.8557986666666666,28.99685416666667,25.918,40.9,6656,128,128,0,32,2048
unfused_INT4_B1_L128,7,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::T",193.0,1.7813753333333333,9.229924006908462,0.536,30.422,0,16,128,0,128,65536
unfused_INT4_B1_L128,8,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",512.0,1.19369,2.33142578125,0.142,22.408,0,16,128,0,256,1792
unfused_INT4_B1_L128,9,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul>)",320.0,1.0741013333333334,3.3565666666666667,0.356,15.664,0,16,128,0,256,32768
unfused_INT4_B1_L128,10,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",353.0,1.0334326666666667,2.9275712936732767,0.56,16.18,0,16,128,0,256,1792
unfused_INT4_B1_L128,11,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",291.0,0.9971913333333333,3.426774341351661,1.064,17.23,0,16,128,0,256,65536
unfused_INT4_B1_L128,12,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",161.0,0.8257233333333334,5.1287163561076605,0.138,20.664,0,24,128,0,128,131072
unfused_INT4_B1_L128,13,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseOrFunctor<unsigned char> > >(at::TensorIteratorBase&, at:",128.0,0.7276013333333333,5.684385416666667,0.01,17.088,0,48,128,0,128,896
unfused_INT4_B1_L128,14,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#1}::operator()() const::{lambda(unsigned char)#1",128.0,0.7261873333333333,5.673338541666667,2.66,17.228,0,16,128,0,128,3584
unfused_INT4_B1_L128,15,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",128.0,0.7130146666666667,5.570427083333333,2.036,16.494,0,32,128,0,128,3584
unfused_INT4_B1_L128,16,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>)",128.0,0.6698686666666666,5.233348958333333,1.432,15.472,0,16,128,0,256,3584
unfused_INT4_B1_L128,17,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::bina",160.0,0.6405633333333333,4.003520833333334,0.55,15.708,0,16,128,0,256,3584
unfused_INT4_B1_L128,18,PyTorch_elementwise_copy_reduce,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::",128.0,0.6349653333333333,4.960666666666667,0.004,16.846,512,32,128,0,512,2048
unfused_INT4_B1_L128,19,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::lshift_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::opera",128.0,0.5993326666666666,4.6822864583333335,0.246,16.224,0,32,128,0,128,896
unfused_INT4_B1_L128,20,K2_FP16,"void flashinfer::BatchDecodeWithPagedKVGQAKernel<(flashinfer::RotaryMode)0, false, 8ul, 16ul, 8ul, 1ul, __half, __half, __half, int>(__half*, flashinfer::paged_kv_t<__half, int>, __half*, unsigned long, float, float, float)",32.0,0.5872366666666667,18.351145833333334,6.076,30.204,16896,72,128,0,128,4096
